Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:1904094~positive regulation of autophagic cell death	3	2.7027027027027026	1.5807632147001358E-4	CALM3, CALM1, CALM2	103	4	19708	143.50485436893206	0.14717033312693406	0.013265237976691973	0.012830528092649436
GOTERM_BP_DIRECT	GO:0007409~axonogenesis	6	5.405405405405405	2.156471551943565E-4	APP, RAB3A, MAP1B, APLP1, CCK, MAPT	103	105	19708	10.93370319001387	0.1952149881510511	0.016704360406209	0.01615694839686948
GOTERM_BP_DIRECT	GO:0051343~positive regulation of cyclic-nucleotide phosphodiesterase activity	3	2.7027027027027026	2.6256992080537643E-4	CALM3, CALM1, CALM2	103	5	19708	114.80388349514564	0.23236631256835394	0.017627194016734272	0.017049540190962446
GOTERM_BP_DIRECT	GO:0098901~regulation of cardiac muscle cell action potential	3	2.7027027027027026	2.6256992080537643E-4	CALM3, CALM1, CALM2	103	5	19708	114.80388349514564	0.23236631256835394	0.017627194016734272	0.017049540190962446
GOTERM_BP_DIRECT	GO:0051412~response to corticosterone	4	3.6036036036036037	3.5969428742987686E-4	PEBP1, CALM3, CALM1, CALM2	103	27	19708	28.346637900035955	0.30391068858893344	0.02195953657963469	0.021239909263718163
GOTERM_BP_DIRECT	GO:0047497~mitochondrion transport along microtubule	3	2.7027027027027026	3.9252399049992495E-4	UBB, MAP1B, MAPT	103	6	19708	95.66990291262137	0.32655520615713163	0.02195953657963469	0.021239909263718163
GOTERM_BP_DIRECT	GO:1902951~negative regulation of dendritic spine maintenance	3	2.7027027027027026	3.9252399049992495E-4	APP, CFL1, GRIN2B	103	6	19708	95.66990291262137	0.32655520615713163	0.02195953657963469	0.021239909263718163
GOTERM_BP_DIRECT	GO:1901842~negative regulation of high voltage-gated calcium channel activity	3	2.7027027027027026	5.476773560837415E-4	CALM3, CALM1, CALM2	103	7	19708	82.00277392510402	0.42400838622514025	0.029026899872438297	0.02807567078029285
GOTERM_BP_DIRECT	GO:0060316~positive regulation of ryanodine-sensitive calcium-release channel activity	3	2.7027027027027026	7.27770818579398E-4	CALM3, CALM1, CALM2	103	8	19708	71.75242718446603	0.5195979986252961	0.03618288580301999	0.03499715071712162
GOTERM_BP_DIRECT	GO:0007611~learning or memory	5	4.504504504504505	7.545586910262361E-4	APP, KCNAB1, MAPT, GRIN2B, GRIN1	103	79	19708	12.11011429273688	0.5323931584630928	0.03618288580301999	0.03499715071712162
GOTERM_BP_DIRECT	GO:0045665~negative regulation of neuron differentiation	5	4.504504504504505	8.680412536224938E-4	APP, TTC3, CNTN4, RTN4, CIT	103	82	19708	11.667061330807483	0.5829283073466167	0.039732615563538694	0.038430553683104954
GOTERM_BP_DIRECT	GO:0060315~negative regulation of ryanodine-sensitive calcium-release channel activity	3	2.7027027027027026	9.32547141491931E-4	CALM3, CALM1, CALM2	103	9	19708	63.77993527508091	0.60918192544154	0.04082934658619019	0.03949134416578873
GOTERM_BP_DIRECT	GO:0006811~ion transport	11	9.90990990990991	0.00106885909564957	GRIA2, GABRA1, ATP6V0B, SLC22A17, KCNQ3, ATP1A3, KCNAB1, ATP1B1, GRIN2B, KCNK2, GRIN1	103	598	19708	3.519628535246939	0.6593557999495094	0.044847546221629876	0.043377864965111715
GOTERM_BP_DIRECT	GO:0050774~negative regulation of dendrite morphogenesis	3	2.7027027027027026	0.001415129155485437	PPP3CA, CIT, YWHAH	103	11	19708	52.18358340688438	0.7597425725653281	0.05277907628051241	0.05104947397936355
GOTERM_BP_DIRECT	GO:0060314~regulation of ryanodine-sensitive calcium-release channel activity	3	2.7027027027027026	0.001415129155485437	FKBP1A, CALM1, CALM2	103	11	19708	52.18358340688438	0.7597425725653281	0.05277907628051241	0.05104947397936355
GOTERM_BP_DIRECT	GO:0005513~detection of calcium ion	3	2.7027027027027026	0.001415129155485437	CALM3, CALM1, CALM2	103	11	19708	52.18358340688438	0.7597425725653281	0.05277907628051241	0.05104947397936355
GOTERM_BP_DIRECT	GO:1990000~amyloid fibril formation	3	2.7027027027027026	0.0016924300681427028	FKBP1A, APP, MAPT	103	12	19708	47.834951456310684	0.8183586050030265	0.06036453685385181	0.058386354414748425
GOTERM_BP_DIRECT	GO:0000086~G2/M transition of mitotic cell cycle	4	3.6036036036036037	0.001738402749515097	CALM3, CALM1, CALM2, CIT	103	46	19708	16.63824398480371	0.8265897203833297	0.06036453685385181	0.058386354414748425
GOTERM_BP_DIRECT	GO:0016486~peptide hormone processing	3	2.7027027027027026	0.001993404258663904	PCSK2, PCSK1N, SCG5	103	13	19708	44.15533980582524	0.8659257448217215	0.06691193628248505	0.06471919159795475
GOTERM_BP_DIRECT	GO:0031175~neuron projection development	6	5.405405405405405	0.002115959264589972	GPM6A, APP, TMEM108, STMN3, MAPT, CNTN4	103	174	19708	6.597924338801474	0.8815220577183619	0.06873454772393878	0.06648207495840751
GOTERM_BP_DIRECT	GO:0071805~potassium ion transmembrane transport	5	4.504504504504505	0.002919645947698844	KCNQ3, CALM3, CALM1, CALM2, KCNK2	103	114	19708	8.392096746721172	0.9473655190767858	0.09187760841664801	0.08886672353308357
GOTERM_BP_DIRECT	GO:0001967~suckling behavior	3	2.7027027027027026	0.003429109625255006	APP, GRIN2B, GRIN1	103	17	19708	33.76584808680754	0.9685402873287099	0.10156215860681737	0.09823390514701105
GOTERM_BP_DIRECT	GO:0032516~positive regulation of phosphoprotein phosphatase activity	3	2.7027027027027026	0.003429109625255006	CALM3, CALM1, CALM2	103	17	19708	33.76584808680754	0.9685402873287099	0.10156215860681737	0.09823390514701105
GOTERM_BP_DIRECT	GO:1900242~regulation of synaptic vesicle endocytosis	3	2.7027027027027026	0.003844773439258761	CALM3, CALM1, CALM2	103	18	19708	31.889967637540455	0.9793315907034823	0.1032718046757859	0.09988752507866482
GOTERM_BP_DIRECT	GO:0010880~regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	3	2.7027027027027026	0.003844773439258761	CALM3, CALM1, CALM2	103	18	19708	31.889967637540455	0.9793315907034823	0.1032718046757859	0.09988752507866482
GOTERM_BP_DIRECT	GO:0010942~positive regulation of cell death	4	3.6036036036036037	0.0038970492330485246	EEF1A1, GRIN2B, KCNK2, GRIN1	103	61	19708	12.546872513130669	0.9803954805082559	0.1032718046757859	0.09988752507866482
GOTERM_BP_DIRECT	GO:0043484~regulation of RNA splicing	4	3.6036036036036037	0.0038970492330485246	SON, MBNL2, FUS, SNRNP70	103	61	19708	12.546872513130669	0.9803954805082559	0.1032718046757859	0.09988752507866482
GOTERM_BP_DIRECT	GO:0006813~potassium ion transport	5	4.504504504504505	0.004926253626525583	KCNQ3, ATP1A3, KCNAB1, ATP1B1, KCNK2	103	132	19708	7.247719917622829	0.9930776266955987	0.1271983949208016	0.12303002646758765
GOTERM_BP_DIRECT	GO:0055117~regulation of cardiac muscle contraction	3	2.7027027027027026	0.005224114276908971	CALM3, CALM1, CALM2	103	21	19708	27.334257975034674	0.9948793419715606	0.13151707692118333	0.12720718264273345
GOTERM_BP_DIRECT	GO:0051000~positive regulation of nitric-oxide synthase activity	3	2.7027027027027026	0.005727228732218055	CALM3, CALM1, CALM2	103	22	19708	26.09179170344219	0.996923301099073	0.140666325203502	0.1360566045165948
GOTERM_BP_DIRECT	GO:0008344~adult locomotory behavior	4	3.6036036036036037	0.006198787926061697	APP, PCDH15, ATP1A3, GRIN1	103	72	19708	10.629989212513482	0.9980918226131569	0.14862332003676496	0.14375284380914505
GOTERM_BP_DIRECT	GO:0008542~visual learning	4	3.6036036036036037	0.0066876915311836985	APP, ATP1A3, CCK, GRIN1	103	74	19708	10.342692206769875	0.9988374337422462	0.1521033135893924	0.14711879586501314
GOTERM_BP_DIRECT	GO:0001964~startle response	3	2.7027027027027026	0.006797069624153584	PCDH15, GRIN2B, GRIN1	103	24	19708	23.917475728155342	0.998959461423697	0.1521033135893924	0.14711879586501314
GOTERM_BP_DIRECT	GO:0007190~activation of adenylate cyclase activity	3	2.7027027027027026	0.006797069624153584	CALM3, CALM1, CALM2	103	24	19708	23.917475728155342	0.998959461423697	0.1521033135893924	0.14711879586501314
GOTERM_BP_DIRECT	GO:2000300~regulation of synaptic vesicle exocytosis	4	3.6036036036036037	0.007198939217103726	RAB3A, CALM3, CALM1, CALM2	103	76	19708	10.070516096065406	0.9993077417322628	0.15759416938311852	0.15242971298823976
GOTERM_BP_DIRECT	GO:0022904~respiratory electron transport chain	3	2.7027027027027026	0.00795020647826426	MT-CO1, MT-CYTB, MT-CO3	103	26	19708	22.07766990291262	0.999676997895642	0.17033740263004488	0.16475534276232742
GOTERM_BP_DIRECT	GO:0030517~negative regulation of axon extension	3	2.7027027027027026	0.009184839763945116	SEMA6D, D130043K22RIK, RTN4	103	28	19708	20.500693481276006	0.9999078295927994	0.1926902842144319	0.18637570687671964
GOTERM_BP_DIRECT	GO:0031116~positive regulation of microtubule polymerization	3	2.7027027027027026	0.009832162784024	MAP1B, DRG1, MAPT	103	29	19708	19.79377301640442	0.9999522715740116	0.19801975847024336	0.19153053103278753
GOTERM_BP_DIRECT	GO:0048169~regulation of long-term neuronal synaptic plasticity	3	2.7027027027027026	0.009832162784024	APP, GRIN2B, GRIN1	103	29	19708	19.79377301640442	0.9999522715740116	0.19801975847024336	0.19153053103278753
GOTERM_BP_DIRECT	GO:0071874~cellular response to norepinephrine stimulus	2	1.8018018018018018	0.010324601257503046	APP, APLP1	103	2	19708	191.3398058252427	0.9999710782764052	0.2033209995792899	0.19665804725941247
GOTERM_BP_DIRECT	GO:0035307~positive regulation of protein dephosphorylation	3	2.7027027027027026	0.010499197594958366	CALM3, CALM1, CALM2	103	30	19708	19.133980582524273	0.9999757861540395	0.2033209995792899	0.19665804725941247
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	9	8.108108108108109	0.011972209340383705	VMP1, APP, BSG, APLP1, PCDH15, NRCAM, CNTN4, ATP1B1, LPP	103	594	19708	2.899087967049132	0.999994598125883	0.2274719774672904	0.2200175829723345
GOTERM_BP_DIRECT	GO:0009060~aerobic respiration	3	2.7027027027027026	0.012616408898542602	MT-CO1, MT-CO3, MT-ND1	103	33	19708	17.394527802294792	0.9999971990398407	0.23527266223763704	0.22756263457741657
GOTERM_BP_DIRECT	GO:0051602~response to electrical stimulus	3	2.7027027027027026	0.014122504192780898	RAB3A, MT-CO1, PEBP1	103	35	19708	16.400554785020805	0.999999397837161	0.25857021312964296	0.2500967106139745
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	7	6.306306306306306	0.014641879888856906	APP, RPS29, CCK, CALM3, CALM1, CALM2, GRIN1	103	383	19708	3.497072169129762	0.9999996457918425	0.26329237585855186	0.25466412520976117
GOTERM_BP_DIRECT	GO:0034230~enkephalin processing	2	1.8018018018018018	0.015447248709300938	PCSK2, CPE	103	3	19708	127.5598705501618	0.999999844524105	0.272625020450782	0.2636909333853641
GOTERM_BP_DIRECT	GO:0090102~cochlea development	3	2.7027027027027026	0.01570233484224961	PSAP, SOBP, KCNK2	103	37	19708	15.514038310154817	0.9999998802321907	0.272625020450782	0.2636909333853641
GOTERM_BP_DIRECT	GO:2000463~positive regulation of excitatory postsynaptic potential	3	2.7027027027027026	0.01651938367027829	APP, GRIN2B, GRIN1	103	38	19708	15.10577414409811	0.9999999481002397	0.277250322599504	0.2681646615808509
GOTERM_BP_DIRECT	GO:0060079~excitatory postsynaptic potential	3	2.7027027027027026	0.01651938367027829	PPP3CA, GRIN2B, GRIN1	103	38	19708	15.10577414409811	0.9999999481002397	0.277250322599504	0.2681646615808509
GOTERM_BP_DIRECT	GO:0007017~microtubule-based process	3	2.7027027027027026	0.017354248853842864	TUBA1A, MAP1B, DYNLL1	103	39	19708	14.718446601941746	0.9999999779321759	0.28258860342231573	0.27332800370738386
GOTERM_BP_DIRECT	GO:0007268~chemical synaptic transmission	5	4.504504504504505	0.017402654186453835	GRIA2, GABRA1, DLGAP1, GRIN2B, GRIN1	103	191	19708	5.00889544045138	0.9999999790001693	0.28258860342231573	0.27332800370738386
GOTERM_BP_DIRECT	GO:0006606~protein import into nucleus	4	3.6036036036036037	0.017679326728506348	HSPA8, PPP3CA, CFL1, PRICKLE1	103	106	19708	7.2203700311412335	0.9999999841854439	0.28258860342231573	0.27332800370738386
GOTERM_BP_DIRECT	GO:0002027~regulation of heart rate	3	2.7027027027027026	0.01996372552064847	CALM3, CALM1, CALM2	103	42	19708	13.667128987517337	0.9999999984834883	0.3087678355311826	0.29864932652171977
GOTERM_BP_DIRECT	GO:0032465~regulation of cytokinesis	3	2.7027027027027026	0.01996372552064847	CALM3, CALM1, CALM2	103	42	19708	13.667128987517337	0.9999999984834883	0.3087678355311826	0.29864932652171977
GOTERM_BP_DIRECT	GO:0032387~negative regulation of intracellular transport	2	1.8018018018018018	0.020543639504060806	MAP1B, MAPT	103	4	19708	95.66990291262135	0.999999999164423	0.3087678355311826	0.29864932652171977
GOTERM_BP_DIRECT	GO:0030070~insulin processing	2	1.8018018018018018	0.020543639504060806	PCSK2, CPE	103	4	19708	95.66990291262135	0.999999999164423	0.3087678355311826	0.29864932652171977
GOTERM_BP_DIRECT	GO:0043408~regulation of MAPK cascade	3	2.7027027027027026	0.02272635407029943	APP, PSAP, GRIN2B	103	45	19708	12.755987055016181	0.9999999999116309	0.3340908560375953	0.32314249630647257
GOTERM_BP_DIRECT	GO:0007417~central nervous system development	4	3.6036036036036037	0.022892024892347644	AHI1, APP, APLP1, NRCAM	103	117	19708	6.541531823085221	0.9999999999255	0.3340908560375953	0.32314249630647257
GOTERM_BP_DIRECT	GO:0007616~long-term memory	3	2.7027027027027026	0.02368035185735158	CAMK2N1, CPEB3, GRIN1	103	46	19708	12.478682988602786	0.9999999999669499	0.34065877600504346	0.3294951815580063
GOTERM_BP_DIRECT	GO:0035774~positive regulation of insulin secretion involved in cellular response to glucose stimulus	3	2.7027027027027026	0.0246505897875913	VSNL1, CAMK2N1, DYNLL1	103	47	19708	12.213179095228258	0.9999999999878564	0.3447658877236728	0.33346770073769344
GOTERM_BP_DIRECT	GO:0055074~calcium ion homeostasis	3	2.7027027027027026	0.0246505897875913	CAMK2N1, GNAS, GRIN1	103	47	19708	12.213179095228258	0.9999999999878564	0.3447658877236728	0.33346770073769344
GOTERM_BP_DIRECT	GO:0015990~electron transport coupled proton transport	2	1.8018018018018018	0.02561390689992366	MT-CO1, MT-CYTB	103	5	19708	76.5359223300971	0.9999999999955106	0.3533315650441524	0.3417526756236389
GOTERM_BP_DIRECT	GO:0008306~associative learning	3	2.7027027027027026	0.026639027059977824	APP, GRIN2B, GRIN1	103	49	19708	11.714681989300574	0.9999999999984446	0.36250676012699556	0.35062719400565406
GOTERM_BP_DIRECT	GO:0050890~cognition	3	2.7027027027027026	0.027656850638553967	APP, GNAS, SOBP	103	50	19708	11.480388349514563	0.9999999999994577	0.36645327096084007	0.3544443752888364
GOTERM_BP_DIRECT	GO:0046034~ATP metabolic process	3	2.7027027027027026	0.027656850638553967	HSPA8, AK5, ATP1B1	103	50	19708	11.480388349514563	0.9999999999994577	0.36645327096084007	0.3544443752888364
GOTERM_BP_DIRECT	GO:0000281~mitotic cytokinesis	3	2.7027027027027026	0.02869016280497645	SON, CFL1, CIT	103	51	19708	11.255282695602514	0.9999999999998141	0.37520771356638033	0.3629119295071047
GOTERM_BP_DIRECT	GO:0006665~sphingolipid metabolic process	3	2.7027027027027026	0.02973877936649494	TECR, PSAP, SERINC1	103	52	19708	11.03883495145631	0.9999999999999374	0.38393526694949237	0.3713534756790522
GOTERM_BP_DIRECT	GO:0016358~dendrite development	3	2.7027027027027026	0.030802517589607715	APP, MAP1B, CIT	103	53	19708	10.830555046711853	0.9999999999999792	0.39263462294601226	0.379767748509847
GOTERM_BP_DIRECT	GO:1901216~positive regulation of neuron death	3	2.7027027027027026	0.031881196191982215	APP, MAPT, GRIN2B	103	54	19708	10.629989212513484	0.9999999999999932	0.40130455706657614	0.3881535636373835
GOTERM_BP_DIRECT	GO:0007416~synapse assembly	3	2.7027027027027026	0.03297463532514171	GPM6A, MAP1B, MAPT	103	55	19708	10.436716681376877	0.9999999999999978	0.40994392311626787	0.3965098124282472
GOTERM_BP_DIRECT	GO:0042985~negative regulation of amyloid precursor protein biosynthetic process	2	1.8018018018018018	0.0356766011693737	ITM2B, ITM2C	103	7	19708	54.66851595006934	0.9999999999999999	0.43284743828384714	0.41866276552975884
GOTERM_BP_DIRECT	GO:0097553~calcium ion transmembrane import into cytosol	2	1.8018018018018018	0.0356766011693737	GRIN2B, GRIN1	103	7	19708	54.66851595006934	0.9999999999999999	0.43284743828384714	0.41866276552975884
GOTERM_BP_DIRECT	GO:0048167~regulation of synaptic plasticity	3	2.7027027027027026	0.03634173882839424	CPEB3, GRIN2B, GRIN1	103	58	19708	9.89688650820221	0.9999999999999999	0.4356682261927738	0.42139111451019035
GOTERM_BP_DIRECT	GO:0001764~neuron migration	4	3.6036036036036037	0.038175987680283276	GPM6A, D130043K22RIK, CCK, MAPT	103	143	19708	5.3521624007060895	1.0	0.45227317169465014	0.43745190588936367
GOTERM_BP_DIRECT	GO:0046689~response to mercury ion	2	1.8018018018018018	0.04066929122146697	BSG, MT-CYTB	103	8	19708	47.83495145631068	1.0	0.47620902627927025	0.4606033680198702
GOTERM_BP_DIRECT	GO:0000226~microtubule cytoskeleton organization	4	3.6036036036036037	0.04158621013349672	SON, TUBA1A, MAP1B, MAPT	103	148	19708	5.171346103384938	1.0	0.48134843223484136	0.46557435252903223
GOTERM_BP_DIRECT	GO:0009408~response to heat	3	2.7027027027027026	0.04223241310127544	PDE4B, PEBP1, ALDOA	103	63	19708	9.111419325011559	1.0	0.4832731817384588	0.46743602682548047
GOTERM_BP_DIRECT	GO:0098815~modulation of excitatory postsynaptic potential	2	1.8018018018018018	0.045636384229395595	APP, TMEM108	103	9	19708	42.51995685005393	1.0	0.5106204324333484	0.4938870915492368
GOTERM_BP_DIRECT	GO:0008088~axo-dendritic transport	2	1.8018018018018018	0.045636384229395595	APP, MAPT	103	9	19708	42.51995685005393	1.0	0.5106204324333484	0.4938870915492368
GOTERM_BP_DIRECT	GO:2001056~positive regulation of cysteine-type endopeptidase activity	2	1.8018018018018018	0.05057801013967211	GRIN2B, GRIN1	103	10	19708	38.26796116504855	1.0	0.553609306637498	0.5354671943047895
GOTERM_BP_DIRECT	GO:1990535~neuron projection maintenance	2	1.8018018018018018	0.05057801013967211	APP, ATP1A3	103	10	19708	38.26796116504855	1.0	0.553609306637498	0.5354671943047895
GOTERM_BP_DIRECT	GO:0007612~learning	3	2.7027027027027026	0.053653966013471895	APP, GRIN2B, GRIN1	103	72	19708	7.972491909385114	1.0	0.5809628362964108	0.5619243322271142
GOTERM_BP_DIRECT	GO:1900454~positive regulation of long term synaptic depression	2	1.8018018018018018	0.055494298240574065	APP, MAPT	103	11	19708	34.789055604589585	1.0	0.5944974290240221	0.5750153881523313
GOTERM_BP_DIRECT	GO:0006122~mitochondrial electron transport, ubiquinol to cytochrome c	2	1.8018018018018018	0.06038537716366808	UQCR11, MT-CYTB	103	12	19708	31.88996763754045	1.0	0.63341744587306	0.6126599724730492
GOTERM_BP_DIRECT	GO:0014049~positive regulation of glutamate secretion	2	1.8018018018018018	0.06038537716366808	CCK, GRIN2B	103	12	19708	31.88996763754045	1.0	0.63341744587306	0.6126599724730492
GOTERM_BP_DIRECT	GO:0010976~positive regulation of neuron projection development	4	3.6036036036036037	0.06423253155199993	EEF1A1, AHI1, MAPT, TOX	103	177	19708	4.324063408480061	1.0	0.6668263842563291	0.6449740797077106
GOTERM_BP_DIRECT	GO:0097435~supramolecular fiber organization	2	1.8018018018018018	0.0652513749046398	FKBP1A, MAPT	103	13	19708	29.436893203883493	1.0	0.6704911686629823	0.6485187669093792
GOTERM_BP_DIRECT	GO:0031398~positive regulation of protein ubiquitination	3	2.7027027027027026	0.06602863617402402	FKBP1A, UBB, PRICKLE1	103	81	19708	7.08665947500899	1.0	0.6716246123963857	0.6496150670050445
GOTERM_BP_DIRECT	GO:0036376~sodium ion export from cell	2	1.8018018018018018	0.07009241881341517	ATP1A3, ATP1B1	103	14	19708	27.33425797503467	1.0	0.6944970368277159	0.6717379482325673
GOTERM_BP_DIRECT	GO:0006119~oxidative phosphorylation	2	1.8018018018018018	0.07009241881341517	MT-CO1, COX6A1	103	14	19708	27.33425797503467	1.0	0.6944970368277159	0.6717379482325673
GOTERM_BP_DIRECT	GO:0021987~cerebral cortex development	3	2.7027027027027026	0.07034627383955017	ATP1A3, PHACTR1, GRIN1	103	84	19708	6.833564493758669	1.0	0.6944970368277159	0.6717379482325673
GOTERM_BP_DIRECT	GO:0007411~axon guidance	4	3.6036036036036037	0.07312246170349984	SEMA6D, BSG, NRCAM, CNTN4	103	187	19708	4.092830071128186	1.0	0.6984536670653921	0.6755649173005878
GOTERM_BP_DIRECT	GO:0050848~regulation of calcium-mediated signaling	2	1.8018018018018018	0.07490863559390501	MAPT, CALM2	103	15	19708	25.511974110032362	1.0	0.6984536670653921	0.6755649173005878
GOTERM_BP_DIRECT	GO:0051290~protein heterotetramerization	2	1.8018018018018018	0.07490863559390501	GRIN2B, GRIN1	103	15	19708	25.511974110032362	1.0	0.6984536670653921	0.6755649173005878
GOTERM_BP_DIRECT	GO:0033555~multicellular organismal response to stress	2	1.8018018018018018	0.07490863559390501	PPP3CA, D130043K22RIK	103	15	19708	25.511974110032362	1.0	0.6984536670653921	0.6755649173005878
GOTERM_BP_DIRECT	GO:0003407~neural retina development	2	1.8018018018018018	0.07490863559390501	GPM6A, BSG	103	15	19708	25.511974110032362	1.0	0.6984536670653921	0.6755649173005878
GOTERM_BP_DIRECT	GO:0030007~cellular potassium ion homeostasis	2	1.8018018018018018	0.07490863559390501	ATP1A3, ATP1B1	103	15	19708	25.511974110032362	1.0	0.6984536670653921	0.6755649173005878
GOTERM_BP_DIRECT	GO:0007568~aging	4	3.6036036036036037	0.07682500826796734	MSRA, PPP3CA, MT-CO1, PEBP1	103	191	19708	4.007116352361104	1.0	0.70975030574168	0.6864913582844054
GOTERM_BP_DIRECT	GO:0046777~protein autophosphorylation	4	3.6036036036036037	0.07870693097778478	HSPA8, CALM3, CALM1, CALM2	103	193	19708	3.965591830574978	1.0	0.7165897533540998	0.6931066730555046
GOTERM_BP_DIRECT	GO:0031110~regulation of microtubule polymerization or depolymerization	2	1.8018018018018018	0.07970015131644406	STMN3, MAPT	103	16	19708	23.91747572815534	1.0	0.7165897533540998	0.6931066730555046
GOTERM_BP_DIRECT	GO:0070593~dendrite self-avoidance	2	1.8018018018018018	0.07970015131644406	BSG, NRCAM	103	16	19708	23.91747572815534	1.0	0.7165897533540998	0.6931066730555046
GOTERM_BP_DIRECT	GO:0060078~regulation of postsynaptic membrane potential	2	1.8018018018018018	0.0939277433794388	GABRA1, GRIN2B	103	19	19708	20.14103219213081	1.0	0.8370375007353528	0.8096072747926849
GOTERM_BP_DIRECT	GO:0061136~regulation of proteasomal protein catabolic process	2	1.8018018018018018	0.0986217029559506	UBB, DLGAP1	103	20	19708	19.133980582524273	1.0	0.8711583761108971	0.8426099884131217
